,amount,asset,date,signer,sender
5047,805.389647,SBR,2021-12-30,8ZzoYxJyCw2QPuAxWJMsVmjNyuy9NiNy2rNKxKajb8We,8ZzoYxJyCw2QPuAxWJMsVmjNyuy9NiNy2rNKxKajb8We
5048,10345.845267,SBR,2021-12-30,8cnBRDo3BUSejaadzTB1Q8EY3YqmfQQPGGj4yKsp7Bwk,8cnBRDo3BUSejaadzTB1Q8EY3YqmfQQPGGj4yKsp7Bwk
5049,3001.286386,SBR,2021-12-30,8e1eM5b8aVCLPrD4ZcmqyM7g15Hz2hinX27hmoc5JxBR,8e1eM5b8aVCLPrD4ZcmqyM7g15Hz2hinX27hmoc5JxBR
5050,2521.013088,SBR,2021-12-30,8tsYJmFQDihooV8MuDUEgW1xsK4ULqCgLAxbxQwaZUu,8tsYJmFQDihooV8MuDUEgW1xsK4ULqCgLAxbxQwaZUu
5051,1000.0,SBR,2021-12-30,8uoS53t92hUWWx6mZHGhpKs3dkYJYyiRufnp4H1anBJH,8uoS53t92hUWWx6mZHGhpKs3dkYJYyiRufnp4H1anBJH
5052,6826.076499,SBR,2021-12-30,91d5rxyF6RJ6HfiY7eeWxMZ8iYxSRkvM6LrZMKeZFXxE,91d5rxyF6RJ6HfiY7eeWxMZ8iYxSRkvM6LrZMKeZFXxE
5053,20108.65998,SBR,2021-12-30,93BWiJESMgVUZTE2rUhSd1TiZtt3DJvtTnJ3tEnJQag3,93BWiJESMgVUZTE2rUhSd1TiZtt3DJvtTnJ3tEnJQag3
5054,102.0,SBR,2021-12-30,94eTvQWJv4MTUmZbLJywyXu46tnV1U889ZJF3q4Box5V,94eTvQWJv4MTUmZbLJywyXu46tnV1U889ZJF3q4Box5V
5055,114.345657,SBR,2021-12-30,96APJgMMGUHqsEpkRtVjnGnt2dR1gUUDGwADEge18CLe,96APJgMMGUHqsEpkRtVjnGnt2dR1gUUDGwADEge18CLe
5056,1110.000011,SBR,2021-12-30,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD
5057,4339.8864,SBR,2021-12-30,9KUSJ7tkoyfhchokJ1EA2LPF1NUW74cUASKkc4r4JZvN,9KUSJ7tkoyfhchokJ1EA2LPF1NUW74cUASKkc4r4JZvN
5058,101.0,SBR,2021-12-30,9LF62PwSXz91stPAS8RNNqDvUGYLabp8FjKmFd3dJJsL,9LF62PwSXz91stPAS8RNNqDvUGYLabp8FjKmFd3dJJsL
5059,1299.21,SBR,2021-12-30,9Xj1w3kmQe2WS7CY2FbyuMZ9uYKgGc9hY9gCkSgzbUsr,9Xj1w3kmQe2WS7CY2FbyuMZ9uYKgGc9hY9gCkSgzbUsr
5060,116.879404,SBR,2021-12-30,9Xwr6bN3NnPfL7EcdY1ZiukPZ3Gbf3kTU8g2n7HzSCFo,9Xwr6bN3NnPfL7EcdY1ZiukPZ3Gbf3kTU8g2n7HzSCFo
5061,366.497939,SBR,2021-12-30,9iTsjoM4bvidGtWMYh4KXdRkZhAfTjnBpqcqvYJBZhB5,9iTsjoM4bvidGtWMYh4KXdRkZhAfTjnBpqcqvYJBZhB5
5062,3215.0,SBR,2021-12-30,9nXDnhW4GBMjEbbBGFpWzaZpxoykC6hWtjy3MZk7gDmi,9nXDnhW4GBMjEbbBGFpWzaZpxoykC6hWtjy3MZk7gDmi
5063,693.78727,SBR,2021-12-30,9uguDKNv5QH9dizFWN35hBupCMJrKJeYMDtA24Pu9wV7,9uguDKNv5QH9dizFWN35hBupCMJrKJeYMDtA24Pu9wV7
5064,50000.0,SBR,2021-12-30,9yGK7Rq9KmhnrKUNQwusKSS8YTmeWGk7kp7UU3B1pRoY,9yGK7Rq9KmhnrKUNQwusKSS8YTmeWGk7kp7UU3B1pRoY
5065,6509.636439,SBR,2021-12-30,A8wVZjY1uR9TMfzF9Kc6B2zPCBNJ5VpNa2HWC7ERykFs,A8wVZjY1uR9TMfzF9Kc6B2zPCBNJ5VpNa2HWC7ERykFs
5066,1990.124746,SBR,2021-12-30,ASW3Z9SxFChHu76V9iJEpcWmFY2CrfuQWeqiSPm3Gs7L,ASW3Z9SxFChHu76V9iJEpcWmFY2CrfuQWeqiSPm3Gs7L
5067,493.143985,SBR,2021-12-30,AkXTPSmMeDY1hjRNH2BfCJByeWWPgJgJmJZFKEP5F7LC,AkXTPSmMeDY1hjRNH2BfCJByeWWPgJgJmJZFKEP5F7LC
5068,19967.628187,SBR,2021-12-30,Amsd1Z8RLPeCX9z8g5gaRhzQLsvrHRwiGwhZXtT1ibtQ,Amsd1Z8RLPeCX9z8g5gaRhzQLsvrHRwiGwhZXtT1ibtQ
5069,158235.422219,SBR,2021-12-30,Ap3s6w9zkKSyTvt3Gpc2kubEwYGo4veiRADgqqdW3767,Ap3s6w9zkKSyTvt3Gpc2kubEwYGo4veiRADgqqdW3767
5070,111.460039,SBR,2021-12-30,ApKLPSdp46dBzPrATR532vyD5YMgdmw5C8B2K61KHf1E,ApKLPSdp46dBzPrATR532vyD5YMgdmw5C8B2K61KHf1E
5071,12.854784,SBR,2021-12-30,AsNfTD7C4TDZvsJ6DTYX6n3q3AF5wrqXwbH7nXTCt5z3,AsNfTD7C4TDZvsJ6DTYX6n3q3AF5wrqXwbH7nXTCt5z3
5072,15414.067774,SBR,2021-12-30,AzdraX1CAboGXtQuLdbuMCCUe6YexSzhCGxQfZ47mP5N,AzdraX1CAboGXtQuLdbuMCCUe6YexSzhCGxQfZ47mP5N
5073,33.072993,SBR,2021-12-30,B4WMyWAuTsXnYPNMyzoWXHKUihNPbaYTm5hpzEJsmtmy,B4WMyWAuTsXnYPNMyzoWXHKUihNPbaYTm5hpzEJsmtmy
5074,8.845576,SBR,2021-12-30,B5CTBTggmGFvGFSunjbB4C9tLKcYcULehmEiEXRihY2J,B5CTBTggmGFvGFSunjbB4C9tLKcYcULehmEiEXRihY2J
5075,31231.519481,SBR,2021-12-30,B7Y33oNfBfgDzbg3FQhbKvYfzwbwVHdjaLYLvJ8mK2LE,B7Y33oNfBfgDzbg3FQhbKvYfzwbwVHdjaLYLvJ8mK2LE
5076,150.413729,SBR,2021-12-30,BCa7p4YVvw3iYEH36kepPW8ahgGsc4n8XYQJQDMcUcWp,BCa7p4YVvw3iYEH36kepPW8ahgGsc4n8XYQJQDMcUcWp
5077,163.68,SBR,2021-12-30,BL3chWidnWNmzqjtjSQcbZbfTxczL4YzuNhBxgcDZ45k,BL3chWidnWNmzqjtjSQcbZbfTxczL4YzuNhBxgcDZ45k
5078,848.422515,SBR,2021-12-30,BLoM74r6wRo16BbDFQCYBy4iBwDAoXb8JJJt943z1NDM,BLoM74r6wRo16BbDFQCYBy4iBwDAoXb8JJJt943z1NDM
5079,10532.01,SBR,2021-12-30,BVFTQzEas8kMPkcugksaTTuLnQJ8ESxtLryk4ngdyvjU,BVFTQzEas8kMPkcugksaTTuLnQJ8ESxtLryk4ngdyvjU
5080,7998.0,SBR,2021-12-30,Bg7rpmsCgYkyevFhzAVVEweaJwKMfn8T3fLJ7CtjA94Y,Bg7rpmsCgYkyevFhzAVVEweaJwKMfn8T3fLJ7CtjA94Y
5081,100.0,SBR,2021-12-30,BktCWSfuZo3X9yUaSaxfUxS2hwywN7YeccBZJTa15VNg,BktCWSfuZo3X9yUaSaxfUxS2hwywN7YeccBZJTa15VNg
5082,193.316015,SBR,2021-12-30,BpPYNuVJfjb6CgqKfJMAWfuhHvQw1dQ1dAmQ3p1c55y5,BpPYNuVJfjb6CgqKfJMAWfuhHvQw1dQ1dAmQ3p1c55y5
5083,627.4437,SBR,2021-12-30,BzpvYkYtSdXyLHTJ2wor6uVYnZvS4L6iY8ZJQPwzmYaE,BzpvYkYtSdXyLHTJ2wor6uVYnZvS4L6iY8ZJQPwzmYaE
5084,10009.234753,SBR,2021-12-30,C3s3qrGRiXbierSTfsQHmWQHSDenMkMpjszEKCcwUXj,C3s3qrGRiXbierSTfsQHmWQHSDenMkMpjszEKCcwUXj
5085,833.252434,SBR,2021-12-30,CAzm1cCKP5ksYw5YmGQ4MrdUsHPLKTHXniWWTVCUhR9h,CAzm1cCKP5ksYw5YmGQ4MrdUsHPLKTHXniWWTVCUhR9h
5086,83670.784648,SBR,2021-12-30,CFXBfTZeybv3iGjQaymmAUMjUG4t2Lonc6QXN1GtnQKx,CFXBfTZeybv3iGjQaymmAUMjUG4t2Lonc6QXN1GtnQKx
5087,150000.0,SBR,2021-12-30,CLEqJtCnHj2hMKXKAqgLcHdr29QMmmbM4iGeTdiaHAZW,CLEqJtCnHj2hMKXKAqgLcHdr29QMmmbM4iGeTdiaHAZW
5088,10001.270405,SBR,2021-12-30,CcpaQVQPuBEMY2gWRYENhtKrVXcoY54czUWvQGeXUW1P,CcpaQVQPuBEMY2gWRYENhtKrVXcoY54czUWvQGeXUW1P
5089,1010.049119,SBR,2021-12-30,Ccut3fbkavkTVzebT2zCVqgD3eBcUfTmzh8vaHcdRdwG,Ccut3fbkavkTVzebT2zCVqgD3eBcUfTmzh8vaHcdRdwG
5090,469.0,SBR,2021-12-30,Ci16T6oC153MdzP8vGeMcwTeKZNg2x98r8HZC5UwUfkn,Ci16T6oC153MdzP8vGeMcwTeKZNg2x98r8HZC5UwUfkn
5091,631.544272,SBR,2021-12-30,CjNmAGufGd9xJ4kqkLXTCjVCqyQCpjXr8uRjRQyRNmvH,CjNmAGufGd9xJ4kqkLXTCjVCqyQCpjXr8uRjRQyRNmvH
5092,7616.54716,SBR,2021-12-30,CkwWi9x8GscLiPjGPGkLN8wS752t3DtbGBBnVNwy7yAk,CkwWi9x8GscLiPjGPGkLN8wS752t3DtbGBBnVNwy7yAk
5093,1637.865753,SBR,2021-12-30,Cq6PxbiSUTpgoWpG2hSJYG6oF6pkGCGx2Ni35AVBTqkC,Cq6PxbiSUTpgoWpG2hSJYG6oF6pkGCGx2Ni35AVBTqkC
5094,151432.534797,SBR,2021-12-30,D2y6VMajt6yS4a2Kek3pUqDxerDQWhF8FJNgEsaVD4dy,D2y6VMajt6yS4a2Kek3pUqDxerDQWhF8FJNgEsaVD4dy
5095,984.52,SBR,2021-12-30,D84ra165PDMd6Md7bRQv4knqBJHXPzVepGa92gppUixa,D84ra165PDMd6Md7bRQv4knqBJHXPzVepGa92gppUixa
5096,520339.480943,SBR,2021-12-30,D9fWzgYZJZAcq8XbGEhtqC1HsE22aoEyGcW6sp1G8Tds,D9fWzgYZJZAcq8XbGEhtqC1HsE22aoEyGcW6sp1G8Tds
5097,4256.279293,SBR,2021-12-30,DGfBsTPpp3q9EbtXV1ANg2SfEFow5wD2qAXwAgRkZ4cQ,DGfBsTPpp3q9EbtXV1ANg2SfEFow5wD2qAXwAgRkZ4cQ
5098,136402.193123,SBR,2021-12-30,DLfNhCzgrUtFAFLWYyRNUBTmai8gDrfASodiRQ8cZcen,DLfNhCzgrUtFAFLWYyRNUBTmai8gDrfASodiRQ8cZcen
5099,2150.0,SBR,2021-12-30,DPrhgU3jhQyKzqvZwQeApQqrnJiBsQw1b5hDZjhXyhXV,DPrhgU3jhQyKzqvZwQeApQqrnJiBsQw1b5hDZjhXyhXV
5100,104.437283,SBR,2021-12-30,DcRQUi3X9Krtqn3b5muCBt8VfUsGyj8jjr6ajbseZ2f9,DcRQUi3X9Krtqn3b5muCBt8VfUsGyj8jjr6ajbseZ2f9
5101,33050.391885,SBR,2021-12-30,DfZ4TgqX3UcPK3fZaccJFnps3XHfSBvrYWBcmFAvC5AS,DfZ4TgqX3UcPK3fZaccJFnps3XHfSBvrYWBcmFAvC5AS
5102,101.0,SBR,2021-12-30,Dj2t7WMWg6kNFxM8eTbAe2RmtwGdsP3zMmjUaXajafFr,Dj2t7WMWg6kNFxM8eTbAe2RmtwGdsP3zMmjUaXajafFr
5103,2619.966284,SBR,2021-12-30,Dpsn3rwc6WzyYFWRb7J5yRMSuiYySt5JDzvv63zoJF7b,Dpsn3rwc6WzyYFWRb7J5yRMSuiYySt5JDzvv63zoJF7b
5104,125.0,SBR,2021-12-30,EDvWBmYG1fBFy4aGuo4kn42R9WeUAcxUU1T6GFjVcj4K,EDvWBmYG1fBFy4aGuo4kn42R9WeUAcxUU1T6GFjVcj4K
5105,37340.7,SBR,2021-12-30,EFgf9mQpNZW49RQMjFc1GmHtMZ7wURHEVKeBK8bYAToR,EFgf9mQpNZW49RQMjFc1GmHtMZ7wURHEVKeBK8bYAToR
5106,9444.604421,SBR,2021-12-30,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo
5107,2035.927166,SBR,2021-12-30,ESoDMPSSLWdp6Fr9R6HhJqr7MngDXp37pRXscqT3MY2X,ESoDMPSSLWdp6Fr9R6HhJqr7MngDXp37pRXscqT3MY2X
5108,10910.000366,SBR,2021-12-30,EVvbXpzARs3MqLHkPpwXdKFcGtx74QP1BXUwWUq1Fg4P,EVvbXpzARs3MqLHkPpwXdKFcGtx74QP1BXUwWUq1Fg4P
5109,250.43221,SBR,2021-12-30,EWL6t5iV2exy5AVdLwboYcsuKTMqtjAkScdZ9DuCF6rh,EWL6t5iV2exy5AVdLwboYcsuKTMqtjAkScdZ9DuCF6rh
5110,15000.0,SBR,2021-12-30,Ej451xmUBaUTpmdor4huohqMMGPBSUhB2XpXNa8hhsga,Ej451xmUBaUTpmdor4huohqMMGPBSUhB2XpXNa8hhsga
5111,217400.630271,SBR,2021-12-30,EkhXYvBrQcs29oZMJQbSFMqXTEdm279BVYNNZpsBrLXG,EkhXYvBrQcs29oZMJQbSFMqXTEdm279BVYNNZpsBrLXG
5112,163000.358377,SBR,2021-12-30,EsDV3m3xUZ7g8QKa1kFdbZT18nNz8ddGJRcTK84WDQ7k,EsDV3m3xUZ7g8QKa1kFdbZT18nNz8ddGJRcTK84WDQ7k
5113,37180.577701,SBR,2021-12-30,EwuCsh5P8Dt7xLStRrLzGvVNZispjG29pn9PSispd9VK,EwuCsh5P8Dt7xLStRrLzGvVNZispjG29pn9PSispd9VK
5114,20000.0,SBR,2021-12-30,EyX7gJX2DKuGEKZQGj5xdbBkw78w7htcxETwJezqT31Z,EyX7gJX2DKuGEKZQGj5xdbBkw78w7htcxETwJezqT31Z
5115,1221.452587,SBR,2021-12-30,EzqCHNGDnVrGdcNDP2cfTc1Jhze29JTVJyiqV4Baq2r3,EzqCHNGDnVrGdcNDP2cfTc1Jhze29JTVJyiqV4Baq2r3
5116,3495.583192,SBR,2021-12-30,FCdMBeUQVPnFPMaQBjDmH5jSXGm6m2Hi1XXfATXRyaRS,FCdMBeUQVPnFPMaQBjDmH5jSXGm6m2Hi1XXfATXRyaRS
5117,162.041859,SBR,2021-12-30,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ
5118,5167.13467,SBR,2021-12-30,FGEZVN8BShKc7P33yqS6ce76fEVcwyuitB6Th9SUA9zG,FGEZVN8BShKc7P33yqS6ce76fEVcwyuitB6Th9SUA9zG
5119,25000.0,SBR,2021-12-30,FKzAwepprSHFKUMXgJHb33ZsZS1biNKLcH6GK4BHDSPD,FKzAwepprSHFKUMXgJHb33ZsZS1biNKLcH6GK4BHDSPD
5120,2092.347193,SBR,2021-12-30,FQzZkzZvz9nTfdPNRTTcYKRbB1ziAFFdF2fQDueLuJQV,FQzZkzZvz9nTfdPNRTTcYKRbB1ziAFFdF2fQDueLuJQV
5121,701.96304,SBR,2021-12-30,FW4RL2HtFLyAze6TEkCLU823K6E3S7WBtUHMvn23niKr,FW4RL2HtFLyAze6TEkCLU823K6E3S7WBtUHMvn23niKr
5122,3124.410229,SBR,2021-12-30,FgjUfAqQrtih8d2hMqehwcjWoUSiX2SDPUV34PGUV5ib,FgjUfAqQrtih8d2hMqehwcjWoUSiX2SDPUV34PGUV5ib
5123,100000.0,SBR,2021-12-30,FhTokuYf8S4aTJVVMhNZ41g5y1Xy4XJupTHNS2dmngrm,FhTokuYf8S4aTJVVMhNZ41g5y1Xy4XJupTHNS2dmngrm
5124,103.0,SBR,2021-12-30,FkTXDrFW4yKZHMdAGApg8QN9gH5ucjkBsAyxffPCcvVv,FkTXDrFW4yKZHMdAGApg8QN9gH5ucjkBsAyxffPCcvVv
5125,45.985527,SBR,2021-12-30,FqVA86P5kDMy63jkfZs3oCKz9VDbAkzaUHJi9nB3kSYF,FqVA86P5kDMy63jkfZs3oCKz9VDbAkzaUHJi9nB3kSYF
5126,505.229609,SBR,2021-12-30,FxvQUxkQAgJPbkJ1daQVPdsjHgMGr8UfcAfJxQ2tebss,FxvQUxkQAgJPbkJ1daQVPdsjHgMGr8UfcAfJxQ2tebss
5127,20005.058695,SBR,2021-12-30,Fywb7YDCXxtD7pNKThJ36CAtVe23dEeEPf7HqKzJs1VG,Fywb7YDCXxtD7pNKThJ36CAtVe23dEeEPf7HqKzJs1VG
5128,34.065416,SBR,2021-12-30,G3ePxCnP4SPrP3ckBag85H7g35oNaTrc1tya8MVwjM8u,G3ePxCnP4SPrP3ckBag85H7g35oNaTrc1tya8MVwjM8u
5129,7565.744549,SBR,2021-12-30,GDZVWHiTQDeGtpmtR5TDdfYHbAEivV1eUnC3EmEAzfv2,GDZVWHiTQDeGtpmtR5TDdfYHbAEivV1eUnC3EmEAzfv2
5130,13317.236876,SBR,2021-12-30,GDfpHNgFZB23Ax8MFXaQ8BAFBEfrf6MaHXLCM67UErhJ,GDfpHNgFZB23Ax8MFXaQ8BAFBEfrf6MaHXLCM67UErhJ
5131,19548.747856,SBR,2021-12-30,GPkxT3WaLEJHJHQP67i3oZrcoaxQLHG2NuHzPi6nkxmj,GPkxT3WaLEJHJHQP67i3oZrcoaxQLHG2NuHzPi6nkxmj
5132,4396.643225,SBR,2021-12-30,GPxWEqKDuBcFmFCzK557o4mmjaasGf87aoAF52nEY1wJ,GPxWEqKDuBcFmFCzK557o4mmjaasGf87aoAF52nEY1wJ
5133,20003.376549,SBR,2021-12-30,GSmYxhVU5DtX9CmuZ8N4sqvCU5KSHnoLjQ4BPePjNmkr,GSmYxhVU5DtX9CmuZ8N4sqvCU5KSHnoLjQ4BPePjNmkr
5134,2.642297,SBR,2021-12-30,GTQx3jDouSoypv8FrmY4Goiv3PBZmxfxJZinz5AXkgzK,GTQx3jDouSoypv8FrmY4Goiv3PBZmxfxJZinz5AXkgzK
5135,7021.155263,SBR,2021-12-30,GV7GNqxM2YGRmmEp9pjXzc65vGkJhkndbjXj6HVG4mLw,GV7GNqxM2YGRmmEp9pjXzc65vGkJhkndbjXj6HVG4mLw
5136,904.0,SBR,2021-12-30,GaSVxveDeaFFe2qzkEE48nNKhp9CK7v951EfhYibdavb,GaSVxveDeaFFe2qzkEE48nNKhp9CK7v951EfhYibdavb
5137,1000.000027,SBR,2021-12-30,GbS9XKNBNehXAfmVLa5aDV5VmuWnH7mqXt2iKs5gCgdj,GbS9XKNBNehXAfmVLa5aDV5VmuWnH7mqXt2iKs5gCgdj
5138,5365.056401,SBR,2021-12-30,GfE6U9KMTYEGcPa2kwPs4erqtEJEL9vFMWgb6hBcgJm,GfE6U9KMTYEGcPa2kwPs4erqtEJEL9vFMWgb6hBcgJm
5139,2943752.54662,SBR,2021-12-30,GmRC6EhKtBEcKM1bjCBzamWDy3qmP5z2Kc9tYjQuc2Pn,GmRC6EhKtBEcKM1bjCBzamWDy3qmP5z2Kc9tYjQuc2Pn
5140,58384.0,SBR,2021-12-30,GnZKEBZNNacrG6bM51ZSy43NvrxGcCmPi316oXB6nK43,GnZKEBZNNacrG6bM51ZSy43NvrxGcCmPi316oXB6nK43
5141,20000.514103,SBR,2021-12-30,GoULoW4qHhAxDdEZWxfAiPgj41ZjTBZqx7ooaydQTzqj,GoULoW4qHhAxDdEZWxfAiPgj41ZjTBZqx7ooaydQTzqj
5142,958.822017,SBR,2021-12-30,GwYc9Uz9UUmikf9g276jd9SLQyQvEqSZc82m2vRp9rsr,GwYc9Uz9UUmikf9g276jd9SLQyQvEqSZc82m2vRp9rsr
5143,3770.261415,SBR,2021-12-30,Gwf66mBFrcghdErPzi8i8NWYUAkt88UFzMiS6hrLtziw,Gwf66mBFrcghdErPzi8i8NWYUAkt88UFzMiS6hrLtziw
5144,10172.623102,SBR,2021-12-30,GxuY736tofvw8bhAQieSn9Csm33hMB64r5NbBQXHNwpR,GxuY736tofvw8bhAQieSn9Csm33hMB64r5NbBQXHNwpR
5145,9194.52,SBR,2021-12-30,H3NAXSBLcQq7AWzPnjxPJ8e35ZesJMxoirpbo6sW14Qi,H3NAXSBLcQq7AWzPnjxPJ8e35ZesJMxoirpbo6sW14Qi
5146,50000.0,SBR,2021-12-30,HPDC9NyrmkEuam1BP6AYeUkUGLg6mbt8BFbsCNrf3S8f,HPDC9NyrmkEuam1BP6AYeUkUGLg6mbt8BFbsCNrf3S8f
5147,6260.991035,SBR,2021-12-30,HX3XCaMnTXL8rPzcxakWLw4Nc9Bje3MA9KdegsnAHaTm,HX3XCaMnTXL8rPzcxakWLw4Nc9Bje3MA9KdegsnAHaTm
5148,320098.960815,SBR,2021-12-30,HbvUmmt3DtyEioALHMz8erSZBCujqzqQGrn9oQME8QNm,HbvUmmt3DtyEioALHMz8erSZBCujqzqQGrn9oQME8QNm
5149,519.602487,SBR,2021-12-30,HfW97Lwm186yH9WWaq1RF322nVyn8vVmhSgy92bjBZkt,HfW97Lwm186yH9WWaq1RF322nVyn8vVmhSgy92bjBZkt
5150,20000.0,SBR,2021-12-30,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY
5151,6076.851813,SBR,2021-12-30,HqReDyM6DcL6hRhFuVCi1poKzZXnsN7yiwL828EUJPpM,HqReDyM6DcL6hRhFuVCi1poKzZXnsN7yiwL828EUJPpM
5152,500000.0,SBR,2021-12-30,J12w4oE74ve9DnAyBon85QhGyjJz2kDywSQ6ttNVk9jF,J12w4oE74ve9DnAyBon85QhGyjJz2kDywSQ6ttNVk9jF
5153,88666.985364,SBR,2021-12-30,J1kBRijaj6LpTk8trcPXDNHCJYHZGtjbA4ugete69VYN,J1kBRijaj6LpTk8trcPXDNHCJYHZGtjbA4ugete69VYN
5154,101.0,SBR,2021-12-30,J6Cjzbkg5GWzN1cVfcYJsmeUEF7SnmTMpkUHnaLsh4kx,J6Cjzbkg5GWzN1cVfcYJsmeUEF7SnmTMpkUHnaLsh4kx
5155,49905.21454,SBR,2021-12-30,J9M1jTfpPwfwy9frYfgWWrDnijSDxeEWWJqj1xEHVYso,J9M1jTfpPwfwy9frYfgWWrDnijSDxeEWWJqj1xEHVYso
5156,840000.0,SBR,2021-12-30,JCbVe5rMkVdd4vfSgbz38RbCGakRDhy72tgYrJPzVXyS,JCbVe5rMkVdd4vfSgbz38RbCGakRDhy72tgYrJPzVXyS
5157,9212.200547,SBR,2021-12-30,JCi24aXNERWqJ7ZeuiZCpkgYKg5eNdnveACdWDxhA1pP,JCi24aXNERWqJ7ZeuiZCpkgYKg5eNdnveACdWDxhA1pP
5158,8644.710712,SBR,2021-12-30,K4mjRuaAfc1FKgZXy6xH73ayQeMLkqvZ6uivgNZ8t2P,K4mjRuaAfc1FKgZXy6xH73ayQeMLkqvZ6uivgNZ8t2P
5159,11243.242534,SBR,2021-12-30,NGEuKhdq5MRxfZ3w7UmAqGSqgWpj4Lsd6d6rT3F7pnb,NGEuKhdq5MRxfZ3w7UmAqGSqgWpj4Lsd6d6rT3F7pnb
5160,8949.838813,SBR,2021-12-30,Y8VNt8fbKZ2KqkyYpR4pCnNH2ANTXXwkiD6XLjWmnt5,Y8VNt8fbKZ2KqkyYpR4pCnNH2ANTXXwkiD6XLjWmnt5
5161,3406.25,SBR,2021-12-30,icNpxLJx17rjdHA8AVJQEcAnnbZd7J38BEkk7UbbbJu,icNpxLJx17rjdHA8AVJQEcAnnbZd7J38BEkk7UbbbJu
5162,20000.0,SBR,2021-12-30,pBifogzeG4B76LgVUKp3Gpwtw97jF2X1TPHm64gAJu2,pBifogzeG4B76LgVUKp3Gpwtw97jF2X1TPHm64gAJu2
5163,1522.25968,SBR,2021-12-30,tD5cbD1CbF1yPkg5vSEAgY65K9HZBuSWhaXM74k6NMQ,tD5cbD1CbF1yPkg5vSEAgY65K9HZBuSWhaXM74k6NMQ
5164,2000.0,SBR,2021-12-30,yXYzVF3WnzkUVwwmejoNZkzJiQcn87Ms9avDqFQEuoU,yXYzVF3WnzkUVwwmejoNZkzJiQcn87Ms9avDqFQEuoU
5165,23930.977316,SBR,2021-12-30,ykMuzuji1pC56ixp4JUig5Acb7h3ZfriFwSBZ2NvZLK,ykMuzuji1pC56ixp4JUig5Acb7h3ZfriFwSBZ2NvZLK
5166,40000.0,SBR,2021-12-30,ynxbf65LqoVR8KNy3qTV41cTTDmaZ7ZoiBefX6uBSom,ynxbf65LqoVR8KNy3qTV41cTTDmaZ7ZoiBefX6uBSom
5167,0.088733,SBR,2021-12-31,9WJDUWrT1x6QMNAT4DTgUr4Y5qWiwq5WV7miAbhHxL2,9WJDUWrT1x6QMNAT4DTgUr4Y5qWiwq5WV7miAbhHxL2
5168,0.100001,SBR,2021-12-31,uKKmkQZujwyjwJNK5mnVE5nsLnzN1CJxppfBzEiKHix,uKKmkQZujwyjwJNK5mnVE5nsLnzN1CJxppfBzEiKHix
5169,5495.045255,SBR,2022-01-13,17Yu3h2Y2vLED8GrfNKZ8QAuTWXRR6MxxPY1evBrZ75,17Yu3h2Y2vLED8GrfNKZ8QAuTWXRR6MxxPY1evBrZ75
5170,91792.075341,SBR,2022-01-13,1Mrfsd5xD9PyGWjCBJtcrBPkDirxUdqSTpmAouPUNfc,1Mrfsd5xD9PyGWjCBJtcrBPkDirxUdqSTpmAouPUNfc
5171,80.207217,SBR,2022-01-13,23NmFyHXKqpY6EmUCzDdfG7SF6Py4LHat8ATJo86hNn5,23NmFyHXKqpY6EmUCzDdfG7SF6Py4LHat8ATJo86hNn5
5172,3000.0,SBR,2022-01-13,2Ha1fyfh7NUy1nywtsMkqgQXBTbT3RdvPHM6tS4TcLd1,2Ha1fyfh7NUy1nywtsMkqgQXBTbT3RdvPHM6tS4TcLd1
5173,8785.38,SBR,2022-01-13,2Kt8fdpLKJYPxRSfsX3TV9TSRptW4DU7kt9fvFJ85kHq,2Kt8fdpLKJYPxRSfsX3TV9TSRptW4DU7kt9fvFJ85kHq
5174,55.769293,SBR,2022-01-13,3HxqsUguP6E7CNqjvpEAnJ8v86qbyJgWvN2idAKygLdD,3HxqsUguP6E7CNqjvpEAnJ8v86qbyJgWvN2idAKygLdD
5175,16500.0,SBR,2022-01-13,3J2Uowphed2ctkMiXJ4itjxpyvh1RjChjDLV6KDf5eTb,3J2Uowphed2ctkMiXJ4itjxpyvh1RjChjDLV6KDf5eTb
5176,80.0,SBR,2022-01-13,3LoYZBNfuaVvCamNr5fpctoHXdDJFk7nUuEDfAUVjFR6,3LoYZBNfuaVvCamNr5fpctoHXdDJFk7nUuEDfAUVjFR6
5177,135422.524181,SBR,2022-01-13,3eDRMfgHm4bY41j6CmdmHJBUFQRRBqexzxbTKDuy7KbX,3eDRMfgHm4bY41j6CmdmHJBUFQRRBqexzxbTKDuy7KbX
5178,185.535679,SBR,2022-01-13,3hbnSL4LfemgxntzEhPodCkHE1LmiuLaVwiL5WBNk4fX,3hbnSL4LfemgxntzEhPodCkHE1LmiuLaVwiL5WBNk4fX
